ID;KreisPot;KreisVor;StadtPot;StadtVor;haPot;haVor;WKAPot;WKAVor;Coords Pot;Coords Vor;Wetter-ID_Head;besetze Fläche;freieVor in ha
PR3_STE_037;Steinburg;-;Hohenaspe;-;26,5;0,0;-;-;[53.9884241, 9.5300039];[0, 0];2429;0,0;0,0
PR3_STE_038;Steinburg;-;Fitzbek;-;18,0;0,0;-;-;[54.0074463, 9.7632089];[0, 0];2429;0,0;0,0
PR3_STE_040;Steinburg;-;OeschebÃ¼ttel;-;43,8;0,0;-;-;[53.9953412, 9.7204133];[0, 0];2429;0,0;0,0
PR3_STE_041;Steinburg;Steinburg;Huje,Mehlbek,Nutteln;Huje,Nutteln;201,7;157,3;WKA in Betrieb;WKA in Betrieb;[53.9874881, 9.4152145];[53.97945, 9.4050185];2429;0,0;157,3
PR3_STE_042;Steinburg;-;Kaaks;-;21,6;0,0;-;-;[53.9900073, 9.4700297];[0, 0];2429;0,0;0,0
PR3_STE_043;Steinburg;-;Borstel,Brokstedt;-;116,3;0,0;-;-;[54.0072097, 9.7592847];[0, 0];2429;0,0;0,0
PR3_STE_044;Steinburg;-;Hohenlockstedt;-;40,9;0,0;-;-;[53.9952428, 9.6168941];[0, 0];2429;0,0;0,0
PR3_STE_045;Steinburg;Steinburg;Hohenaspe,OttenbÃ¼ttel;Hohenaspe,OttenbÃ¼ttel;73,5;16,8;-;-;[53.9807084, 9.5173392];[53.9807084, 9.5173392];2429;0,0;16,8
PR3_STE_046;Steinburg;Steinburg;Kaaks,Oldendorf,OttenbÃ¼ttel;Oldendorf,OttenbÃ¼ttel;110,2;32,6;-;-;[53.9714789, 9.4757242];[53.9622147, 9.4785715];2429;0,0;32,6
PR3_STE_047;Steinburg;-;Hohenlockstedt,MÃ¼hlenbarbek;-;44,3;0,0;-;-;[53.9759259, 9.6439618];[0, 0];2429;0,0;0,0
PR3_STE_048;Steinburg;-;Aebtissinwisch,Ecklak;-;74,0;0,0;-;-;[53.9635957, 9.2717783];[0, 0];4039;0,0;0,0
PR3_STE_049;Steinburg;Steinburg;Borstel,Brokstedt,Kellinghusen,Quarnstedt,;Kellinghusen,Quarnstedt,StÃ¶rkathen;1,0;1,0;WKA in Betrieb;WKA in Betrieb;[53.971867, 9.7080384];[53.9613038, 9.7540687];2429;29,448;-28,448
PR3_STE_050;Steinburg;-;Hohenlockstedt,OttenbÃ¼ttel,Schlotfeld;-;58,0;0,0;-;-;[53.974479, 9.566017];[0, 0];2429;0,0;0,0
PR3_STE_051;Steinburg;Steinburg;OttenbÃ¼ttel;OttenbÃ¼ttel;14,6;14,6;-;-;[53.9729927, 9.5046746];[53.9729927, 9.5046746];2429;0,0;14,6
PR3_STE_052;Steinburg;-;Borstel,Hagen,Quarnstedt;-;61,1;0,0;-;-;[53.990984, 9.750489];[0, 0];2429;0,0;0,0
PR3_STE_053;Steinburg;-;Lohbarbek,MÃ¼hlenbarbek;-;15,0;0,0;-;-;[53.9521084, 9.6539555];[0, 0];2429;0,0;0,0
PR3_STE_054;Steinburg;-;Ecklak;-;63,6;0,0;-;-;[53.9546532, 9.2651303];[0, 0];4039;0,0;0,0
PR3_STE_055;Steinburg;-;Neuendorf-Sachsenbande;-;90,0;0,0;-;-;[53.9535599, 9.3334006];[0, 0];4039;0,0;0,0
PR3_STE_056;Steinburg;Steinburg;Moorhusen,Neuendorf-Sachsenbande;Moorhusen,Neuendorf-Sachsenbande;132,7;132,7;WKA in Betrieb;WKA in Betrieb;[53.9569911, 9.3589643];[53.9569911, 9.3589643];2429;0,0;132,7
PR3_STE_057;Steinburg;-;Quarnstedt;-;19,0;0,0;-;-;[53.9544326, 9.7869333];[0, 0];2429;0,0;0,0
PR3_STE_058;Steinburg;-;Neuendorf-Sachsenbande;-;66,4;0,0;-;-;[53.9535599, 9.3334006];[0, 0];4039;0,0;0,0
PR3_STE_059;Steinburg;Steinburg;Bekdorf,Krummendiek,Landrecht,;Krummendiek,Landrecht,Moorhusen;1,0;1,0;WKA in Betrieb;WKA in Betrieb;[53.9371237, 9.4332596];[53.9443687, 9.3976517];2429;81,504;-80,504
PR3_STE_060;Steinburg;Steinburg;Ecklak,Landscheide;Ecklak;40,4;16,6;WKA in Betrieb;WKA in Betrieb;[53.9366387, 9.264651];[53.9546532, 9.2651303];4039;0,0;16,6
PR3_STE_061;Steinburg;-;FÃ¶hrden-Barl,Hagen,Quarnstedt;-;125,1;0,0;-;-;[53.9544326, 9.7869333];[0, 0];2429;0,0;0,0
PR3_STE_062;Steinburg;-;BekmÃ¼nde;-;31,6;0,0;-;-;[53.9333, 9.45];[0, 0];2429;0,0;0,0
PR3_STE_063;Steinburg;Steinburg;Breitenberg,Wittenbergen;Wittenbergen;69,8;27,3;-;-;[53.929426, 9.6596497];[53.9338407, 9.6841062];2429;0,0;27,3
PR3_STE_064;Steinburg;-;Kollmoor,Oelixdorf;-;93,9;0,0;-;-;[53.925517, 9.5862114];[0, 0];2429;0,0;0,0
PR3_STE_065;Steinburg;Steinburg;Nortorf;Nortorf;183,5;142,7;WKA in Betrieb;WKA in Betrieb;[53.9282508, 9.3065209];[53.9282508, 9.3065209];4039;13,706;128,994
PR3_STE_066;Steinburg;-;Ecklak;-;18,2;0,0;-;-;[53.9546532, 9.2651303];[0, 0];4039;0,0;0,0
PR3_STE_067;Steinburg;-;Ecklak,Landscheide;-;15,1;0,0;WKA in Betrieb;-;[53.9366387, 9.264651];[0, 0];4039;0,0;0,0
PR3_STE_068;Steinburg;-;BekmÃ¼nde,Landrecht,StÃ¶rdorf;-;148,9;0,0;-;-;[53.9231744, 9.4187855];[0, 0];2429;0,0;0,0
PR3_STE_069;Steinburg;Steinburg;Nortorf;Nortorf;32,9;32,9;WKA in Betrieb;WKA in Betrieb;[53.9282508, 9.3065209];[53.9282508, 9.3065209];4039;13,706;19,194
PR3_STE_070;Steinburg;Steinburg;Nortorf;Nortorf;24,5;24,5;-;-;[53.9282508, 9.3065209];[53.9282508, 9.3065209];4039;0,0;24,5
PR3_STE_072;Steinburg;Steinburg;Beidenfleth,Dammfleth,StÃ¶rdorf;Dammfleth,StÃ¶rdorf;192,7;154,5;WKA in Betrieb;WKA in Betrieb;[53.8958762, 9.3957426];[53.9067696, 9.3906348];2429;64,936;89,564
PR3_STE_073;Steinburg;Steinburg;Landscheide,Sankt Margarethen;Landscheide,Sankt Margarethen;36,2;36,2;WKA in Betrieb;WKA in Betrieb;[53.9062425, 9.2614775];[53.9062425, 9.2614775];4039;96,28;-60,08
PR3_STE_074;Steinburg;Steinburg;Brokdorf,Dammfleth,Nortorf,Sankt;Nortorf,Sankt Margarethen;4,0;1,0;-;-;[53.8977157, 9.3140726];[53.9110558, 9.2826522];2429;0,0;1,0
PR3_STE_075;Steinburg;Steinburg;Bokel,Hingstheide,Wulfsmoor;Hingstheide,Wulfsmoor;92,5;19,4;-;-;[53.9056185, 9.7390028];[53.9056185, 9.7390028];2429;0,0;19,4
PR3_STE_076;Steinburg;-;Beidenfleth;-;107,9;0,0;-;-;[53.8740893, 9.4059583];[0, 0];2429;0,0;0,0
PR3_STE_077;Steinburg;-;Bokel,Hingstheide;-;22,6;0,0;-;-;[53.8990634, 9.7514981];[0, 0];2429;0,0;0,0
PR3_STE_078;Pinneberg,Steinburg;-;Osterhorn,Wulfsmoor;-;43,1;0,0;-;-;[53.8910146, 9.714124];[0, 0];2429;0,0;0,0
PR3_STE_079;Steinburg;Steinburg;Dammfleth;Dammfleth;91,0;91,0;-;-;[53.9, 9.36667];[53.9, 9.36667];2429;0,0;91,0
PR3_STE_080;Steinburg;-;Brokdorf;-;48,0;0,0;-;-;[53.8687514, 9.3243161];[0, 0];2429;0,0;0,0
PR3_STE_081;Steinburg;-;Brokdorf,Dammfleth;-;21,2;0,0;-;-;[53.8843757, 9.345493];[0, 0];2429;0,0;0,0
PR3_STE_082;Steinburg;-;Bahrenfleth,Hodorf;-;87,8;0,0;-;-;[53.8824049, 9.4372369];[0, 0];2429;0,0;0,0
PR3_STE_083;Steinburg;Steinburg;Hohenfelde,Rethwisch;Rethwisch;154,0;84,2;WKA in Betrieb;WKA in Betrieb;[53.855955, 9.6077482];[53.8666863, 9.5922934];2429;94,08;-9,879999999999995
PR3_STE_084;Steinburg;Steinburg;Beidenfleth,Wewelsfleth;Beidenfleth,Wewelsfleth;69,9;51,2;WKA in Betrieb;WKA in Betrieb;[53.8618464, 9.4048328];[53.8618464, 9.4048328];2429;19,494;31,706000000000003
PR3_STE_085;Steinburg;-;Neuenbrook;-;34,5;0,0;-;-;[53.860357, 9.5362188];[0, 0];2429;0,0;0,0
PR3_STE_086;Steinburg;-;Neuenbrook;-;114,7;0,0;-;-;[53.860357, 9.5362188];[0, 0];2429;0,0;0,0
PR3_STE_087;Steinburg;-;Beidenfleth,Wewelsfleth;-;49,5;0,0;-;-;[53.8618464, 9.4048328];[0, 0];2429;0,0;0,0
PR3_STE_088;Steinburg;-;Hohenfelde,Rethwisch;-;60,6;0,0;-;-;[53.855955, 9.6077482];[0, 0];2429;0,0;0,0
PR3_STE_089;Steinburg;Steinburg;Grevenkop,Hohenfelde,Neuenbrook;Grevenkop,Neuenbrook;366,4;218,9;-;-;[53.8497129, 9.5660081];[53.8519575, 9.5374107];2429;0,0;218,9
PR3_STE_090;Steinburg;Steinburg;Bahrenfleth,Borsfleth;Bahrenfleth;257,4;39,8;WKA in Betrieb;WKA in Betrieb;[53.8490549, 9.4372369];[53.8648097, 9.4411439];2429;0,0;39,8
PR3_STE_091;Steinburg;-;Grevenkop;-;37,3;0,0;-;-;[53.843558, 9.5386026];[0, 0];2429;0,0;0,0
PR3_STE_092;Steinburg;Steinburg;Sommerland,Â SÃ¼derau;Sommerland,Â SÃ¼derau;73,9;73,9;-;-;[53.8086714, 9.5322424];[53.8086714, 9.5322424];2429;0,0;73,9
PR3_STE_093;Steinburg;Steinburg;Hohenfelde,Horst (Holstein);Horst (Holstein);166,4;67,6;WKA in Betrieb;-;[53.8249331, 9.6341828];[53.8046426, 9.6451626];2429;0,0;67,6
PR3_STE_094;Steinburg;Steinburg;SÃ¼derau;SÃ¼derau;175,3;35,4;WKA in Betrieb;WKA in Betrieb;[53.8167, 9.51667];[53.8167, 9.51667];2429;0,0;35,4
PR3_STE_095;Steinburg;Steinburg;Sommerland,SÃ¼derau;Sommerland,SÃ¼derau;155,9;36,5;-;WKA in Betrieb;[53.8086714, 9.5322424];[53.8086714, 9.5322424];2429;0,0;36,5
PR3_STE_096;Steinburg;Steinburg;Krempdorf,Krempe;Krempdorf;187,3;137,8;WKA in Betrieb;WKA in Betrieb;[53.8307816, 9.4752135];[53.8251727, 9.4606814];2429;25,734;112,066
PR3_STE_097;Steinburg;Steinburg;Horst (Holstein),Sommerland;Horst (Holstein),Sommerland;82,4;29,5;-;-;[53.8026427, 9.5964887];[53.8026427, 9.5964887];2429;0,0;29,5
PR3_STE_098;Steinburg;Steinburg;Elskop;Elskop;251,5;41,3;WKA in Betrieb;WKA in Betrieb;[53.8124972, 9.5004516];[53.8124972, 9.5004516];2429;14,7;26,599999999999998
PR3_STE_099;Steinburg;Steinburg;Sommerland;Sommerland;114,6;94,0;-;-;[53.8006429, 9.5478148];[53.8006429, 9.5478148];2429;0,0;94,0
PR3_STE_100;Steinburg;Steinburg;Sommerland;Sommerland;97,8;78,0;WKA in Betrieb;WKA in Betrieb;[53.8006429, 9.5478148];[53.8006429, 9.5478148];2429;0,0;78,0
PR3_STE_101;Steinburg;-;Herzhorn,Sommerland;-;46,3;0,0;-;-;[53.791742, 9.5173342];[0, 0];6108;0,0;0,0
PR3_STE_102;Steinburg;-;Herzhorn,Sommerland;-;19,4;0,0;-;-;[53.791742, 9.5173342];[0, 0];6108;0,0;0,0
PR3_STE_302;Steinburg,Segeberg;-;Armstedt,Brokstedt;-;44,1;0,0;-;-;[0, 0];[0, 0];6108;0,0;0,0
PR3_STE_303;Steinburg;-;Heiligenstedten,Hodorf;-;153,4;0,0;-;-;[53.9155131, 9.4501564];[0, 0];2429;0,0;0,0
PR3_STE_401;Steinburg;-;Gribbohm,Vaale;-;74,5;0,0;-;-;[54.0143264, 9.3621504];[0, 0];4039;0,0;0,0
PR3_STE_402;Steinburg;-;Bokhorst,Neuendorf-Sachsenbande,Vaale,Vaalermoor;-;35,5;0,0;-;-;[53.9975605, 9.3605181];[0, 0];4039;0,0;0,0
PR3_STE_403;Steinburg;-;Neuendorf-Sachsenbande;-;27,0;0,0;-;-;[53.9535599, 9.3334006];[0, 0];4039;0,0;0,0
PR3_STE_404;Steinburg;-;Dammfleth;-;40,3;0,0;-;-;[53.9, 9.36667];[0, 0];2429;0,0;0,0
PR3_STE_405;Steinburg;-;Wewelsfleth;-;23,5;0,0;-;-;[53.8496035, 9.4037072];[0, 0];2429;0,0;0,0
PR3_STE_406;Steinburg;-;Wewelsfleth;-;16,0;0,0;-;-;[53.8496035, 9.4037072];[0, 0];2429;0,0;0,0
PR3_STE_407;Steinburg;-;Kronsmoor;-;20,9;0,0;-;-;[53.9091273, 9.6011503];[0, 0];2429;0,0;0,0
PR3_STE_410;Steinburg;-;Auufer;-;24,1;0,0;-;-;[53.9283955, 9.6904747];[0, 0];2429;0,0;0,0
PR3_STE_411;Steinburg;-;Auufer,Wrist,Wulfsmoor;-;21,2;0,0;-;-;[53.9225284, 9.7160381];[0, 0];2429;0,0;0,0
PR3_STE_412;Steinburg;-;Kellinghusen,MÃ¼hlenbarbek;-;63,0;0,0;-;-;[53.953079, 9.6949646];[0, 0];2429;0,0;0,0
PR3_STE_413;Steinburg;-;Lohbarbek,MÃ¼hlenbarbek;-;36,0;0,0;-;-;[53.9521084, 9.6539555];[0, 0];2429;0,0;0,0
PR3_STE_414;Steinburg;-;Lohbarbek,Winseldorf;-;25,5;0,0;-;-;[53.9462883, 9.625314];[0, 0];2429;0,0;0,0
PR3_STE_415;Steinburg;-;Breitenburg,Kronsmoor;-;23,8;0,0;-;-;[53.9045637, 9.5839102];[0, 0];2429;0,0;0,0
PR3_STE_502;Steinburg;-;Wrist;-;23,2;0,0;-;-;[53.9270163, 9.731132];[0, 0];2429;0,0;0,0
PR3_STE_503;Steinburg;-;Horst (Holstein);-;18,6;0,0;-;-;[53.8046426, 9.6451626];[0, 0];2429;0,0;0,0
PR3_STO_001;Stormarn;-;MÃ¶nkhagen,Stockelsdorf;-;92,8;0,0;WKA in Betrieb;-;[53.8933221, 10.6023887];[0, 0];3086;0,0;0,0
PR3_STO_002;Stormarn;Stormarn;Badendorf,Heilshoop,Zarpen;Heilshoop;89,0;17,4;-;-;[53.8752845, 10.5414796];[53.8874534, 10.5318857];3086;0,0;17,4
PR3_STO_003;Stormarn;Stormarn;Feldhorst,Rehhorst;Feldhorst,Rehhorst;118,8;42,0;-;-;[53.8608612, 10.4454503];[53.8608612, 10.4454503];3086;0,0;42,0
PR3_STO_004;Stormarn;Stormarn;TravenbrÃ¼ck;TravenbrÃ¼ck;50,2;50,2;-;-;[53.8417892, 10.3129898];[53.8417892, 10.3129898];3086;0,0;50,2
PR3_STO_007;Stormarn;-;Barnitz,Klein Wesenberg,Westerau;-;119,8;0,0;-;-;[53.7985586, 10.5103717];[0, 0];3086;0,0;0,0
PR3_STO_008;Stormarn;-;Hammoor;-;88,9;0,0;-;-;[53.7142966, 10.3187673];[0, 0];1975;0,0;0,0
PR3_STO_009;Stormarn;-;Steinburg;-;33,4;0,0;-;-;[53.7052907, 10.4078945];[0, 0];3086;0,0;0,0
PR3_STO_010;Stormarn;-;Ahrensburg,Delingsdorf,Hammoor;-;137,1;0,0;-;-;[53.6988781, 10.269435];[0, 0];1975;0,0;0,0
PR3_STO_301;Stormarn;-;Heilshoop,MÃ¶nkhagen,Rehhorst;-;68,2;0,0;-;-;[53.8884059, 10.5204608];[0, 0];3086;0,0;0,0
PR3_STO_302;Stormarn;-;Rehhorst,Zarpen;-;97,3;0,0;-;-;[53.8741289, 10.4928392];[0, 0];3086;0,0;0,0
PR3_STO_303;Stormarn;-;Bad Oldesloe,Feldhorst,Wakendorf I;-;43,7;0,0;-;-;[53.8269593, 10.3974556];[0, 0];3086;0,0;0,0
PR3_STO_304;Stormarn;Stormarn;Bad Oldesloe,Feldhorst;Bad Oldesloe,Feldhorst;37,1;27,4;-;-;[53.8269593, 10.3974556];[53.8269593, 10.3974556];3086;0,0;27,4
PR3_STO_305;Stormarn;-;Bad Oldesloe;-;45,9;0,0;-;-;[53.8096562, 10.3733692];[0, 0];3086;0,0;0,0
PR3_STO_306;Stormarn;-;Bargteheide;-;34,5;0,0;-;-;[53.7279671, 10.2618075];[0, 0];1975;0,0;0,0
PR3_STO_307;Stormarn;-;Tangstedt;-;42,3;0,0;-;-;[53.7333, 10.0833];[0, 0];1975;0,0;0,0
PR3_STO_308;Stormarn;-;Braak,Siek;-;39,6;0,0;-;-;[53.6218789, 10.2709146];[0, 0];1975;0,0;0,0
PR3_STO_309;Stormarn;-;Brunsbek,Siek;-;63,8;0,0;-;-;[53.6157424, 10.289954];[0, 0];1975;0,0;0,0
PR3_STO_310;Stormarn;-;GroÃensee;-;17,6;0,0;-;-;[53.6136224, 10.3420128];[0, 0];1975;0,0;0,0
PR3_STO_311;Stormarn;-;Rausdorf,Witzhave;-;75,4;0,0;-;-;[53.5779694, 10.3311479];[0, 0];1975;0,0;0,0
PR3_STO_401;Stormarn;-;Tangstedt;-;35,9;0,0;-;-;[53.7333, 10.0833];[0, 0];1975;0,0;0,0
PR3_STO_402;Stormarn;-;Hoisdorf;-;17,4;0,0;-;-;[53.6530061, 10.3186485];[0, 0];1975;0,0;0,0
PR3_STO_501;Stormarn;-;MÃ¶nkhagen;-;39,1;0,0;-;-;[53.9003044, 10.560138];[0, 0];3086;0,0;0,0
PR3_STO_502;Stormarn;-;Westerau;-;20,5;0,0;-;-;[53.7766558, 10.4835006];[0, 0];3086;0,0;0,0
PR3_STO_503;Stormarn;-;Braak,Siek;-;47,1;0,0;-;-;[53.6218789, 10.2709146];[0, 0];1975;0,0;0,0
PR3_STO_601;Stormarn;-;Bad Oldesloe;-;24,0;0,0;-;-;[53.8096562, 10.3733692];[0, 0];3086;0,0;0,0
